PassengerId,Survived,Pclass,Surname,M/F,Age,Family,Ticket,Fare,Embarked
472,0,3,A,1,39,6,347082,31.275,S
473,0,3,A,0,2,6,347082,31.275,S
474,0,3,A,0,9,6,347082,31.275,S
475,0,3,A,0,11,6,347082,31.275,S
476,0,3,A,0,39,6,347082,31.275,S
477,0,3,A,0,6,6,347082,31.275,S
478,0,3,A,1,4,6,347082,31.275,S
479,1,3,P,1,25,1,347083,7.775,S
480,1,3,O,0,22,0,347085,7.775,S
481,0,3,P,0,18,0,347087,7.775,S
482,0,3,S,1,4,5,347088,27.9,S
483,0,3,S,0,45,5,347088,27.9,S
484,0,3,S,1,40,5,347088,27.9,S
485,0,3,S,0,9,5,347088,27.9,S
486,0,3,S,0,2,5,347088,27.9,S
487,0,3,S,1,10,5,347088,27.9,S
488,1,3,H,1,27,0,347089,6.975,S
489,0,3,O,1,28,0,347464,7.8542,S
490,0,3,A,1,20,0,347466,7.8542,S
491,0,3,A,1,23,0,347468,7.8542,S
492,1,3,N,0,26,0,347470,7.8542,S
493,1,3,J,0,27,2,347742,11.1333,S
494,1,3,J,0,1,2,347742,11.1333,S
495,1,3,J,1,4,2,347742,11.1333,S
496,0,3,L,1,51,0,347743,7.0542,S
497,0,3,H,1,42,0,348121,7.65,S
498,0,3,M,1,25,0,348123,7.65,S
499,0,3,S,1,19,0,348124,7.65,S
500,0,3,I,1,,0,349201,7.8958,S
501,0,3,D,1,25,0,349203,7.8958,S
502,0,3,J,1,23,0,349204,7.8958,S
503,0,3,S,1,19,0,349205,7.8958,S
504,0,3,N,1,22,0,349206,7.8958,S
505,0,3,M,1,28,0,349207,7.8958,S
506,0,3,S,1,,0,349208,7.8958,S
507,0,3,C,1,24,0,349209,7.4958,S
508,0,3,C,1,36,0,349210,7.4958,S
509,0,3,P,1,19,0,349212,7.8958,S
510,0,3,M,1,35,0,349213,7.8958,C
511,0,3,S,1,,0,349214,7.8958,S
512,0,3,P,1,,0,349215,7.8958,S
513,0,3,T,1,,0,349216,7.8958,S
514,0,3,L,1,,0,349217,7.8958,S
515,0,3,N,1,,0,349218,7.8958,S
516,0,3,D,1,27,0,349219,7.8958,S
517,0,3,M,1,,0,349221,7.8958,S
518,0,3,S,1,,0,349222,7.8958,S
519,0,3,R,1,,0,349223,7.8958,S
520,0,3,B,1,26,0,349224,7.8958,S
521,0,3,D,1,,0,349225,7.8958,S
522,0,3,P,1,,0,349227,7.8958,S
523,0,3,D,1,19,0,349228,10.1708,S
524,0,3,C,1,19,0,349231,7.8958,S
525,0,3,M,1,24,0,349233,7.8958,S
526,0,3,N,1,,0,349234,7.8958,S
527,0,3,H,0,24,0,349236,8.85,S
528,0,3,A,0,18,1,349237,17.8,S
529,0,3,A,1,25,1,349237,17.8,S
530,0,3,S,1,33,0,349239,8.6625,C
531,1,3,J,1,29,0,349240,7.8958,C
532,0,3,D,1,33,0,349241,7.8958,C
533,0,3,P,1,32,0,349242,7.8958,S
534,0,3,H,1,28,0,349243,7.8958,S
535,1,3,O,0,31,0,349244,8.6833,S
536,0,3,P,0,28,0,349245,7.8958,S
537,0,3,K,1,30,0,349246,7.8958,S
538,0,3,T,1,36,0,349247,7.8958,S
539,0,3,B,1,26,0,349248,7.8958,S
540,0,3,R,1,38,0,349249,7.8958,S
541,0,3,S,1,40,0,349251,7.8958,S
542,0,3,V,1,22,0,349252,7.8958,S
543,0,3,K,1,,0,349253,7.8958,C
544,0,3,G,1,,0,349254,7.8958,C
545,1,3,K,0,4,1,349256,13.4167,C
546,0,3,M,1,33,0,349257,7.8958,S
547,0,3,P,1,2,4,349909,21.075,S
548,0,3,P,0,8,4,349909,21.075,S
549,0,3,P,0,3,4,349909,21.075,S
550,0,3,P,0,29,4,349909,21.075,S
551,0,3,L,1,36,1,349910,15.55,S
552,0,3,E,1,18,0,349912,7.775,S
553,0,3,H,1,26,1,350025,7.8542,S
554,0,3,H,1,41,2,350026,14.1083,S
555,0,3,H,1,21,0,350029,7.8542,S
556,1,3,J,1,21,0,350034,7.7958,S
557,0,3,S,1,24,0,350035,7.7958,S
558,0,3,F,1,18,0,350036,7.7958,S
559,0,3,C,1,28,0,350042,7.7958,S
560,1,3,A,1,27,0,350043,7.7958,S
561,1,3,A,0,19,1,350046,7.8542,S
562,0,3,J,1,48,0,350047,7.8542,S
563,0,3,J,1,17,1,350048,7.0542,S
564,0,3,J,1,20,0,350050,7.8542,S
565,0,3,J,1,22,0,350052,7.7958,S
566,0,3,K,1,22,0,350060,7.5208,S
567,0,3,K,1,18,2,350404,7.8542,S
568,0,3,V,0,14,0,350406,7.8542,S
569,0,3,O,0,31,0,350407,7.8542,S
570,1,3,J,1,32,0,350417,7.8542,S
571,0,3,P,1,19,0,358585,14.5,S
572,0,3,G,1,,0,358585,14.5,S
573,0,3,R,1,,0,362316,7.25,S
574,1,3,G,1,9,2,363291,20.525,S
575,1,3,G,0,31,2,363291,20.525,S
576,0,3,G,1,33,2,363291,20.525,S
577,0,3,T,1,34,0,363294,8.05,S
578,0,3,K,1,44,0,363592,8.05,S
579,0,3,R,1,,0,364498,14.5,S
580,0,3,T,1,30.5,0,364499,8.05,S
581,0,3,C,1,59,0,364500,7.25,S
582,0,3,M,1,34,0,364506,8.05,S
583,0,3,T,1,44,0,364511,8.05,S
584,0,3,B,1,35,0,364512,8.05,S
585,1,3,D,0,30,0,364516,12.475,S
586,1,3,E,0,5,0,364516,12.475,S
587,0,3,C,0,21,0,364846,7.75,Q
588,0,3,B,0,,2,364848,7.75,Q
589,0,3,B,1,40,2,364849,15.5,Q
590,0,3,B,0,32,2,364849,15.5,Q
591,0,3,M,0,30.5,0,364850,7.75,Q
592,0,3,F,1,,0,364851,7.75,Q
593,0,3,B,1,19,0,365222,6.75,Q
594,0,3,H,0,18,0,365226,6.75,Q
595,1,3,M,1,,2,367226,23.25,Q
596,1,3,M,0,,2,367226,23.25,Q
597,1,3,M,1,,0,367228,7.75,Q
598,0,3,K,1,,1,367229,7.75,Q
599,1,3,M,0,,1,367230,15.5,Q
600,1,3,M,0,,1,367230,15.5,Q
601,1,3,C,0,16,0,367231,7.75,Q
602,0,3,F,1,40.5,0,367232,7.75,Q
603,0,3,S,1,,0,367655,7.7292,Q
604,0,3,F,1,,0,368323,6.95,Q
605,0,3,M,1,,0,368703,7.75,Q
606,0,3,R,0,41,2,370129,20.2125,S
607,0,3,R,1,18,2,370129,20.2125,S
608,1,3,O,0,,1,370365,15.5,Q
609,0,3,O,1,,1,370365,15.5,Q
610,0,3,C,1,70.5,0,370369,7.75,Q
611,1,3,M,0,,0,370370,7.75,Q
612,0,3,L,1,,1,370371,15.5,Q
613,0,3,M,1,,0,370372,7.75,Q
614,1,3,C,0,22,0,370373,7.75,Q
615,1,3,H,0,,0,370375,7.75,Q
616,0,3,D,1,32,0,370376,7.75,Q
617,0,3,H,1,,0,370377,7.75,Q
618,0,3,O,1,,0,371060,7.75,Q
619,1,3,M,0,,1,371110,24.15,Q
620,0,3,R,1,,0,371110,24.15,Q
621,0,3,M,1,,1,371110,24.15,Q
622,0,3,C,1,44,1,371362,16.1,S
623,0,3,M,1,,0,372622,7.75,Q
624,0,3,A,1,35,0,373450,8.05,S
625,0,3,M,1,,0,374746,8.05,S
626,0,3,H,1,25,0,374887,7.25,S
627,0,3,S,1,,0,374910,8.05,S
628,1,3,T,0,,1,376564,16.1,S
629,0,3,T,1,,1,376564,16.1,S
630,0,3,M,1,24,1,376566,16.1,S
631,0,3,H,0,,0,382649,7.75,Q
632,1,3,D,1,29,0,382651,7.75,Q
633,0,3,R,1,2,5,382652,29.125,Q
634,0,3,R,1,4,5,382652,29.125,Q
635,0,3,R,1,7,5,382652,29.125,Q
636,0,3,R,1,8,5,382652,29.125,Q
637,0,3,R,0,39,5,382652,29.125,Q
638,0,3,T,1,,0,383121,7.75,Q
639,0,3,S,1,,0,384461,7.75,Q
640,1,3,D,0,,1,386525,16.1,S
641,1,3,A,0,18,1,392091,9.35,S
642,0,3,S,1,,0,392092,8.05,S
643,1,3,M,1,6,1,392096,12.475,S
644,1,3,M,0,27,1,392096,12.475,S
645,0,3,H,1,,0,394140,6.8583,Q
646,0,3,J,1,34,0,3101264,6.4958,S
647,1,3,S,0,18,0,3101265,7.4958,S
648,0,3,W,1,18,1,3101267,6.4958,S
649,0,3,G,1,37,2,3101276,7.925,S
650,0,3,G,1,28,2,3101277,7.925,S
651,1,3,B,0,33,3,3101278,15.85,S
652,0,3,B,1,32,1,3101278,15.85,S
653,1,3,A,0,17,6,3101281,7.925,S
654,0,3,P,1,7,5,3101295,39.6875,S
655,0,3,P,1,1,5,3101295,39.6875,S
656,0,3,P,1,16,5,3101295,39.6875,S
657,0,3,P,0,41,5,3101295,39.6875,S
658,0,3,P,1,14,5,3101295,39.6875,S
659,0,3,P,1,2,5,3101295,39.6875,S
660,0,3,S,1,39,0,3101296,7.925,S
661,1,3,H,0,2,1,3101298,12.2875,S
662,0,3,C,1,21,0,A./5. 2152,8.05,S
663,0,3,M,1,,0,A./5. 3235,8.05,S
664,0,3,M,1,55.5,0,A.5. 11206,8.05,S
665,0,3,S,1,30,0,A.5. 18509,8.05,S
666,0,3,S,1,21,0,A/4 45380,8.05,S
667,0,3,D,1,24,2,A/4 48871,24.15,S
668,0,3,L,1,39,0,A/4 48871,24.15,S
669,0,3,R,1,16,0,A/4. 20589,8.05,S
670,0,3,W,1,,0,A/4. 34244,7.25,S
671,0,3,N,1,21,0,A/4. 39886,7.8,S
672,0,3,B,1,22,1,A/5 21171,7.25,S
673,0,3,D,1,22,0,A/5 21172,7.25,S
674,0,3,L,1,20.5,0,A/5 21173,7.25,S
675,0,3,P,1,22,0,A/5 21174,7.25,S
676,0,3,W,1,,0,A/5 2466,8.05,S
677,0,3,P,1,,0,A/5 2817,8.05,S
678,0,3,C,1,43,0,A/5 3536,8.05,S
679,1,3,C,1,18,0,A/5 3540,8.05,S
680,0,3,R,1,50,0,A/5 3594,8.05,S
681,0,3,E,1,47,0,A/5 3902,7.25,S
682,1,3,D,1,19,0,A/5. 10482,8.05,S
683,0,3,C,1,21,0,A/5. 13032,7.7333,Q
684,0,3,S,1,20,0,A/5. 2151,8.05,S
685,0,3,L,1,30,1,A/5. 3336,16.1,S
686,0,3,L,0,26,1,A/5. 3336,16.1,S
687,0,3,R,0,47,1,A/5. 3337,14.5,S
688,0,3,V,1,40.5,2,A/5. 851,14.5,S
689,0,3,M,1,,0,A/S 2816,8.05,S
690,0,3,M,1,,0,A4. 54510,8.05,S
691,1,3,M,1,24,0,C 17369,7.1417,S
692,0,3,O,1,28,0,C 4001,22.525,S
693,0,3,H,1,43,0,C 7075,6.45,S
694,0,3,A,1,30,0,C 7076,7.25,S
695,1,3,L,0,22,0,C 7077,7.25,S
696,0,2,R,1,36,0,C.A. 17248,10.5,S
697,0,2,K,1,31,0,C.A. 18723,10.5,S
698,0,3,D,1,26,3,C.A. 2315,20.575,S
699,1,3,D,1,1,3,C.A. 2315,20.575,S
700,0,2,W,1,66,0,C.A. 24579,10.5,S
701,0,2,M,1,70,0,C.A. 24580,10.5,S
702,1,3,A,0,35,2,C.A. 2673,20.25,S
703,0,3,A,1,16,2,C.A. 2673,20.25,S
704,0,2,S,1,25,0,C.A. 29178,13,S
705,1,2,N,0,29,0,C.A. 29395,10.5,S
706,0,2,L,1,24,0,C.A. 29566,10.5,S
707,1,2,R,0,21,0,C.A. 31026,10.5,S
708,1,2,C,0,8,2,C.A. 31921,26.25,S
709,0,2,C,1,31,2,C.A. 31921,26.25,S
710,1,2,C,0,31,2,C.A. 31921,26.25,S
711,0,2,J,1,32,0,C.A. 33111,10.5,S
712,0,2,N,1,19,2,C.A. 33112,36.75,S
713,1,2,D,1,8,2,C.A. 33112,36.75,S
714,1,2,W,0,40,0,C.A. 33595,15.75,S
715,1,2,L,0,34,0,C.A. 34260,10.5,S
716,1,2,W,0,5,3,C.A. 34651,27.75,S
717,0,2,W,1,36,3,C.A. 34651,27.75,S
718,1,2,W,0,33,3,C.A. 34651,27.75,S
719,1,3,C,1,3,2,C.A. 37671,15.9,S
720,1,3,C,1,9,2,C.A. 37671,15.9,S
721,0,3,A,1,42,0,C.A. 5547,7.55,S
722,0,3,S,1,,0,C.A. 6212,15.1,S
723,0,2,B,1,28,0,C.A./SOTON 34068,10.5,S
724,0,3,G,1,11,7,CA 2144,46.9,S
725,0,3,G,0,16,7,CA 2144,46.9,S
726,0,3,G,1,1,7,CA 2144,46.9,S
727,0,3,G,1,9,7,CA 2144,46.9,S
728,0,3,G,0,43,7,CA 2144,46.9,S
729,0,3,G,1,14,7,CA 2144,46.9,S
730,1,3,S,0,23,0,CA. 2314,7.55,S
731,0,3,S,1,,10,CA. 2343,69.55,S
732,0,3,S,0,,10,CA. 2343,69.55,S
733,0,3,S,1,,10,CA. 2343,69.55,S
734,0,3,S,1,,10,CA. 2343,69.55,S
735,0,3,S,0,,10,CA. 2343,69.55,S
736,0,3,S,1,,10,CA. 2343,69.55,S
737,0,3,S,0,,10,CA. 2343,69.55,S
738,0,1,D,1,31,1,F.C. 12750,52,S
739,1,2,C,0,35,0,F.C.C. 13528,21,S
740,0,2,H,1,43,2,F.C.C. 13529,26.25,S
741,1,2,H,0,45,2,F.C.C. 13529,26.25,S
742,1,2,H,0,7,2,F.C.C. 13529,26.25,S
743,1,2,T,0,50,0,F.C.C. 13531,10.5,S
744,0,3,O,1,,0,Fa 265302,7.3125,S
745,0,3,L,1,36,0,LINE,0,S
746,1,3,T,1,25,0,LINE,0,S
747,0,3,J,1,19,0,LINE,0,S
748,0,3,J,1,49,0,LINE,0,S
749,0,2,A,1,30,1,P/PP 3381,24,C
750,1,2,A,0,28,1,P/PP 3381,24,C
751,0,1,B,1,,0,PC 17318,25.925,S
752,1,1,M,1,36,0,PC 17473,26.2875,S
753,1,1,F,1,36,0,PC 17474,26.3875,S
754,1,1,S,1,35,0,PC 17475,26.2875,S
755,1,1,C,1,42,0,PC 17476,26.2875,S
756,1,1,A,0,24,0,PC 17477,69.3,C
757,1,1,S,0,24,0,PC 17477,69.3,C
758,1,1,M,0,24,0,PC 17482,49.5042,C
759,0,1,F,1,,0,PC 17483,221.7792,S
760,1,1,F,0,30,0,PC 17485,56.9292,C
761,1,1,D,1,49,1,PC 17485,56.9292,C
762,0,1,B,1,24,1,PC 17558,247.5208,C
763,1,1,B,0,50,1,PC 17558,247.5208,C
764,1,1,S,0,,1,PC 17569,146.5208,C
765,1,1,L,0,58,0,PC 17569,146.5208,C
766,1,1,H,0,49,1,PC 17572,76.7292,C
767,1,1,H,1,48,1,PC 17572,76.7292,C
768,1,1,H,1,27,0,PC 17572,76.7292,C
769,1,1,G,0,58,1,PC 17582,153.4625,S
770,0,1,G,1,38,1,PC 17582,153.4625,S
771,1,1,S,0,40,0,PC 17582,153.4625,S
772,1,1,T,0,,0,PC 17585,79.2,C
773,0,1,R,1,31,0,PC 17590,50.4958,S
774,1,1,L,0,16,1,PC 17592,39.4,S
775,0,1,G,1,24,0,PC 17593,79.2,C
776,0,1,G,1,46,0,PC 17593,79.2,C
777,0,1,I,0,50,0,PC 17595,28.7125,C
778,0,1,N,1,37,1,PC 17596,29.7,C
779,0,1,W,1,51,1,PC 17597,61.3792,C
780,1,1,C,0,38,1,PC 17599,71.2833,C
781,0,1,H,1,,0,PC 17600,30.6958,C
782,0,1,U,1,40,0,PC 17601,27.7208,C
783,1,1,R,0,54,1,PC 17603,59.4,C
784,0,1,M,1,28,1,PC 17604,82.1708,C
785,1,1,M,0,,1,PC 17604,82.1708,C
786,0,1,S,1,,0,PC 17605,27.7208,C
787,1,1,R,0,18,4,PC 17608,262.375,C
788,1,1,R,0,21,4,PC 17608,262.375,C
789,0,1,A,1,71,0,PC 17609,49.5042,C
790,1,1,B,0,44,0,PC 17610,27.7208,C
791,1,1,F,0,,1,PC 17611,133.65,S
792,1,1,F,1,50,2,PC 17611,133.65,S
793,0,1,L,1,,0,PC 17612,27.7208,C
794,0,1,G,1,71,0,PC 17754,34.6542,C
795,1,1,W,0,35,0,PC 17755,512.3292,C
796,1,1,C,1,36,1,PC 17755,512.3292,C
797,1,1,L,1,35,0,PC 17755,512.3292,C
798,1,1,C,0,39,2,PC 17756,83.1583,C
799,1,1,B,0,42,0,PC 17757,227.525,C
800,0,1,R,1,,0,PC 17757,227.525,C
801,1,1,A,0,18,1,PC 17757,227.525,C
802,1,1,E,0,38,0,PC 17757,227.525,C
803,1,1,P,0,17,1,PC 17758,108.9,C
804,0,1,P,1,18,1,PC 17758,108.9,C
805,1,1,G,1,23,1,PC 17759,63.3583,C
806,1,1,B,0,35,0,PC 17760,135.6333,S
807,1,1,Y,0,36,0,PC 17760,135.6333,C
808,0,1,R,1,22,0,PC 17760,135.6333,C
809,1,1,L,0,30,0,PC 17761,106.425,C
810,0,1,D,1,50,1,PC 17761,106.425,C
811,0,3,B,1,22,0,PP 4348,9.35,S
812,1,3,S,0,4,2,PP 9549,16.7,S
813,1,3,S,0,24,2,PP 9549,16.7,S
814,0,3,R,1,,0,S.C./A.4. 23567,8.05,S
815,0,2,M,1,31,2,S.C./PARIS 2079,37.0042,C
816,1,2,M,1,1,2,S.C./PARIS 2079,37.0042,C
817,0,2,M,0,57,0,S.O./P.P. 3,10.5,S
818,0,2,M,1,16,0,S.O./P.P. 3,10.5,S
819,0,3,W,1,,0,S.O./P.P. 751,7.55,S
820,0,2,H,1,21,0,S.O.C. 14879,73.5,S
821,0,2,H,1,21,2,S.O.C. 14879,73.5,S
822,0,2,D,1,18,0,S.O.C. 14879,73.5,S
823,0,2,H,1,24,2,S.O.C. 14879,73.5,S
824,0,2,H,1,32,2,S.O.C. 14879,73.5,S
825,0,2,B,1,51,0,S.O.P. 1166,12.525,S
826,0,3,C,1,19,0,S.P. 3464,8.1583,S
827,1,2,H,1,62,0,S.W./PP 752,10.5,S
828,1,2,L,0,17,0,SC 1748,12,C
829,0,2,C,1,37,1,SC/AH 29037,26,S
830,1,2,L,0,42,1,SC/AH 3085,26,S
831,1,2,J,0,23,0,SC/AH Basle 541,13.7917,C
832,1,2,L,0,3,3,SC/Paris 2123,41.5792,C
833,1,2,L,0,22,3,SC/Paris 2123,41.5792,C
834,0,2,L,1,25,3,SC/Paris 2123,41.5792,C
835,0,2,P,1,,0,SC/PARIS 2131,15.05,C
836,0,2,R,1,23,0,SC/PARIS 2133,15.0458,C
837,1,2,P,1,,0,SC/PARIS 2146,13.8625,C
838,1,2,D,0,27,1,SC/PARIS 2149,13.8583,C
839,0,2,L,1,36,0,SC/Paris 2163,12.875,C
840,0,2,D,1,29,1,SC/PARIS 2167,27.7208,C
841,0,2,H,1,33,0,SCO/W 1585,12.275,S
842,1,2,I,0,17,0,SO/C 14885,10.5,S
843,0,3,J,1,,0,SOTON/O.Q. 3101305,7.05,S
844,0,3,G,1,38,0,SOTON/O.Q. 3101306,7.05,S
845,0,3,C,1,20,0,SOTON/O.Q. 3101307,7.05,S
846,0,3,A,1,35,0,SOTON/O.Q. 3101310,7.05,S
847,0,3,A,1,24,0,SOTON/O.Q. 3101311,7.05,S
848,0,3,A,1,25,0,SOTON/O.Q. 3101312,7.05,S
849,1,3,P,1,32,0,SOTON/O.Q. 392078,8.05,S
850,0,3,M,0,,0,SOTON/O.Q. 392087,8.05,S
851,0,3,N,1,41,0,SOTON/O2 3101272,7.125,S
852,0,3,A,1,20,0,SOTON/O2 3101287,7.925,S
853,0,3,W,1,,0,SOTON/OQ 3101316,8.05,S
854,0,3,W,1,21,0,SOTON/OQ 3101317,7.25,S
855,0,3,S,1,25,0,SOTON/OQ 392076,7.05,S
856,0,3,S,1,,0,SOTON/OQ 392082,8.05,S
857,0,3,S,1,,0,SOTON/OQ 392086,8.05,S
858,1,3,S,1,16,0,SOTON/OQ 392089,8.05,S
859,0,3,C,1,30,0,SOTON/OQ 392090,8.05,S
860,1,3,S,1,44,0,STON/O 2. 3101269,7.925,S
861,0,3,R,1,35,0,STON/O 2. 3101273,7.125,S
862,0,3,K,1,17,0,STON/O 2. 3101274,7.125,S
863,0,3,M,1,22,0,STON/O 2. 3101275,7.125,S
864,0,3,S,1,21,0,STON/O 2. 3101280,7.925,S
865,1,3,L,1,20,1,STON/O 2. 3101285,7.925,S
866,1,3,J,1,32,0,STON/O 2. 3101286,7.925,S
867,1,3,S,1,31,0,STON/O 2. 3101288,7.925,S
868,1,3,N,1,39,0,STON/O 2. 3101289,7.925,S
869,0,3,L,1,32,0,STON/O 2. 3101292,7.925,S
870,0,3,T,1,32,0,STON/O 2. 3101293,7.925,S
871,0,3,P,1,21,0,STON/O 2. 3101294,7.925,S
872,0,3,I,0,25,1,STON/O2. 3101271,7.925,S
873,1,3,H,0,24,1,STON/O2. 3101279,15.85,S
874,0,3,H,1,28,1,STON/O2. 3101279,15.85,S
875,1,3,H,0,26,0,STON/O2. 3101282,7.925,S
876,1,3,H,0,27,0,STON/O2. 3101283,7.925,S
877,0,3,H,0,23,0,STON/O2. 3101290,7.925,S
878,1,2,M,1,19,0,SW/PP 751,10.5,S
879,1,2,R,0,50,0,W./C. 14258,10.5,S
880,0,2,C,1,29,0,W./C. 14263,10.5,S
881,0,3,J,1,,3,W./C. 6607,23.45,S
882,0,3,J,0,,3,W./C. 6607,23.45,S
883,0,3,F,1,16,4,W./C. 6608,34.375,S
884,0,3,F,0,9,4,W./C. 6608,34.375,S
885,0,3,F,0,21,4,W./C. 6608,34.375,S
886,0,3,F,0,48,4,W./C. 6608,34.375,S
887,0,3,H,0,,0,W./C. 6609,7.55,S
888,0,1,C,1,46,1,W.E.P. 5734,61.175,S
889,0,2,H,1,30,0,W/C 14208,10.5,S
890,1,1,C,0,36,2,WE/P 5735,71,S
891,0,1,C,1,70,2,WE/P 5735,71,S
